Year,Age,Gender,Spending,Stay,Country_of_origin
2023,30,0,1856,26,Australia
2023,35,0,1948,26,Australia
2023,42,0,809,11,Australia
2023,23,0,1475,13,Australia
2023,32,0,681,25,Australia
2023,51,0,1901,16,Australia
2023,28,0,2008,7,Australia
2023,2,1,804,23,Australia
2023,59,0,1679,10,Australia
2023,37,1,1202,9,Australia
2023,33,1,1034,7,Australia
2023,57,0,1850,8,Australia
2023,57,1,1400,12,Australia
2023,52,1,1644,15,Australia
2023,57,1,1592,20,Australia
2023,38,0,803,14,Australia
2023,54,1,1610,18,Australia
2023,39,0,1714,27,Australia
2023,26,1,648,22,Australia
2023,36,1,1846,16,Australia
2023,40,0,1921,26,Australia
2023,41,1,1837,15,Australia
2023,22,1,1782,19,Australia
2023,20,0,779,8,Australia
2023,21,1,1147,11,Canada
2023,41,1,1363,9,Canada
2023,45,1,1809,16,Canada
2023,50,0,1763,18,Canada
2023,35,1,1186,16,Canada
2023,18,0,604,14,Canada
2023,26,1,1669,21,Canada
2023,18,0,721,9,Canada
2023,24,1,1580,22,Chile
2023,47,0,1180,25,Chile
2023,36,0,1332,21,Chile
2023,64,0,1960,16,Chile
2023,35,0,974,14,Chile
2023,44,0,455,17,Chile
2023,36,0,1127,8,Chile
2023,21,1,867,23,China
2023,3,0,971,19,China
2023,40,1,998,28,China
2023,46,0,1379,12,China
2023,50,1,757,21,China
2023,29,0,1694,21,China
2023,17,1,1817,16,China
2023,41,0,552,15,China
2023,55,1,1686,17,Cook Islands
2023,18,1,551,19,Cook Islands
2023,38,0,630,20,Cook Islands
2023,50,1,995,15,Cook Islands
2023,54,1,1107,12,Fiji
2023,59,1,1453,20,Fiji
2023,6,1,1086,23,Fiji
2023,27,0,548,21,Fiji
2023,28,1,1722,17,Fiji
2023,55,0,464,7,Fiji
2023,58,1,507,7,Fiji
2023,25,1,1977,13,Fiji
2023,20,0,1462,22,French Polynesia
2023,42,1,1175,27,French Polynesia
2023,40,0,1889,7,French Polynesia
2023,23,0,788,20,French Polynesia
2023,23,0,1522,20,French Polynesia
2023,40,0,2025,8,French Polynesia
2023,36,0,932,27,French Polynesia
2023,29,0,974,21,French Polynesia
2023,64,0,1089,12,Hong Kong
2023,35,1,1680,24,Hong Kong
2023,34,0,508,20,Hong Kong
2023,52,0,774,10,Hong Kong
2023,53,0,975,16,Hong Kong
2023,52,1,793,9,Hong Kong
2023,30,0,1702,6,Hong Kong
2023,29,0,1423,25,Hong Kong
2023,57,0,1212,25,Japan
2023,40,0,1831,19,Japan
2023,49,0,1245,11,Japan
2023,22,0,1332,8,Japan
2023,30,0,1916,20,Japan
2023,36,0,1368,14,Japan
2023,28,0,1971,17,Japan
2023,3,1,1507,10,Japan
2023,36,0,1648,25,Malaysia
2023,35,0,989,26,Malaysia
2023,42,0,635,27,Malaysia
2023,32,1,1441,12,Malaysia
2023,33,1,865,19,Malaysia
2023,36,0,1429,9,Malaysia
2023,40,1,1077,24,Malaysia
2023,43,0,650,16,Malaysia
2023,38,0,1662,28,Samoa
2023,17,1,2021,9,Samoa
2023,35,1,1670,28,Samoa
2023,41,1,652,8,Samoa
2023,53,1,685,21,Samoa
2023,34,1,1313,14,Singapore
2023,35,0,1578,22,Singapore
2023,32,0,1768,20,Singapore
2023,38,0,491,7,Singapore
2023,30,1,529,18,Singapore
2023,23,0,1560,25,Singapore
2023,41,0,1300,21,Singapore
2023,41,1,638,8,Singapore
2023,38,0,515,11,Singapore
2023,24,0,1978,26,Singapore
2023,25,0,2010,27,Singapore
2023,22,1,561,6,Singapore
2023,52,0,1756,7,Singapore
2023,42,0,676,12,Singapore
2023,25,0,534,18,Singapore
2023,18,0,1754,10,Singapore
2023,42,0,1917,15,South Korea
2023,45,1,1733,15,South Korea
2023,36,1,1198,18,South Korea
2023,20,1,974,27,South Korea
2023,21,0,649,27,South Korea
2023,36,0,1347,27,South Korea
2023,34,1,1470,19,South Korea
2023,42,1,1412,11,South Korea
2023,18,1,631,26,Tonga
2023,51,0,1178,11,Tonga
2023,37,1,2003,6,Tonga
2023,20,0,593,15,Tonga
2023,55,1,548,22,Tonga
2023,54,0,1862,19,Tonga
2023,21,1,1774,13,Tonga
2023,36,1,1911,16,United Arab Emirates
2023,60,0,563,16,United Arab Emirates
2023,17,0,1699,22,United Arab Emirates
2023,19,0,1274,14,United Arab Emirates
2023,51,0,1301,14,United Arab Emirates
2023,26,1,758,17,United Arab Emirates
2023,56,0,1049,9,United Arab Emirates
2023,50,1,644,8,United Arab Emirates
2023,47,0,1843,16,United States
2023,61,1,1646,6,United States
2023,50,1,730,12,United States
2023,20,1,735,20,United States
2023,56,0,1984,13,United States
2023,44,1,723,9,United States
2023,59,1,1763,13,United States
2023,36,0,625,15,United States
2023,18,1,954,23,United States
2023,55,0,1342,27,United States
2023,25,1,1208,27,United States
2023,50,0,1947,22,United States
2023,36,0,799,28,United States
2023,18,1,527,7,United States
2023,63,0,1310,23,United States
2023,49,0,1840,21,United States
2023,28,0,930,18,United States
2023,33,0,1047,26,United States
2023,56,1,745,22,United States
2023,35,0,1864,14,United States
2023,20,0,638,15,United States
2023,35,0,1188,6,United States
2023,23,1,1981,19,United States
2023,55,0,795,27,United States
2023,40,0,1623,19,United States
2023,48,0,1446,20,United States
2023,53,0,1893,16,United States
2023,50,1,1637,28,United States
2023,56,1,1488,23,United States
2023,62,1,1186,6,United States
2023,36,0,1814,24,United States
2023,35,0,1245,22,United States
2023,29,0,1613,15,United States
2023,61,1,1169,20,United States
2023,36,1,1329,6,United States
2023,36,0,710,18,United States
2023,19,0,1515,12,United States
2023,52,0,1593,17,United States
2023,64,0,1784,17,United States
2023,39,1,1198,6,United States
2023,17,0,1982,20,United States
2023,36,1,1862,23,United States
2023,41,0,499,9,United States
2023,66,0,1717,28,United States
2023,36,1,1847,20,United States
2023,19,1,1241,12,United States
2023,64,1,1794,28,United States
2023,35,0,1619,26,United States
2023,29,1,1358,22,Australia
2023,53,1,662,20,Australia
2023,20,1,1500,13,Australia
2023,59,1,881,6,Australia
2023,22,1,1398,24,Australia
2023,38,1,798,18,Australia
2023,52,1,544,17,Australia
2023,36,1,1736,19,Australia
2023,24,0,1325,26,Australia
2023,43,0,871,9,Australia
2023,19,1,515,27,Australia
2023,20,1,1506,13,Australia
2023,33,1,1408,22,Australia
2023,42,1,577,11,Australia
2023,59,1,1871,21,Australia
2023,18,0,1410,6,Australia
2023,42,1,494,22,Australia
2023,42,0,1204,6,Australia
2023,46,0,1380,7,Australia
2023,28,1,517,17,Australia
2023,27,1,1203,18,Australia
2023,40,1,1169,9,Australia
2023,36,1,512,16,Australia
2023,36,0,744,15,Australia
2023,23,0,1288,6,Australia
2023,47,1,1661,27,Australia
2023,28,0,661,23,Australia
2023,42,1,910,23,Australia
2023,40,0,1412,26,Australia
2023,58,1,968,20,Australia
2023,26,1,1864,27,Australia
2023,27,0,1606,8,Australia
2023,26,0,955,13,Australia
2023,19,1,1618,11,Australia
2023,55,1,1590,18,Australia
2023,32,0,684,17,Australia
2023,32,1,553,11,Australia
2023,25,0,1245,17,Australia
2023,43,0,1775,24,Australia
2023,56,1,884,19,Australia
2023,55,1,1679,19,Australia
2023,42,1,1257,9,Australia
2023,36,0,633,10,Australia
2023,56,1,1119,20,Australia
2023,40,1,462,14,Australia
2023,42,1,611,13,Australia
2023,54,0,762,28,Australia
2023,46,1,1638,12,Australia
2023,17,0,1303,8,Australia
2023,26,0,1948,12,Australia
2023,36,0,608,9,Australia
2023,18,0,2008,23,Australia
2023,51,0,1318,24,Australia
2023,42,0,950,26,Australia
2023,53,0,1246,11,Australia
2023,55,1,1055,6,Australia
2023,53,0,1023,19,Australia
2023,52,1,759,18,Australia
2023,42,1,1978,7,Australia
2023,41,1,492,23,Australia
2023,20,0,880,25,Australia
2023,32,0,1815,9,Australia
2023,42,1,587,6,Australia
2023,22,0,1461,17,Australia
2023,42,1,1347,26,Australia
2023,42,0,1176,12,Australia
2023,42,0,698,10,Australia
2023,42,0,1819,8,Australia
2023,36,1,1305,6,Australia
2023,27,1,1215,23,Australia
2023,42,0,632,9,Australia
2023,36,1,1814,28,Australia
2023,42,1,884,23,Australia
2023,51,0,756,18,Australia
2023,55,0,1804,19,Australia
2023,24,1,1860,26,Australia
2023,42,0,1219,25,Australia
2023,36,0,631,6,Australia
2023,34,1,1247,21,Australia
2023,18,1,631,22,Australia
2023,38,1,1061,13,Australia
2023,42,1,1419,23,Australia
2023,31,0,539,21,Australia
2023,32,1,1497,26,Australia
2023,57,1,1924,26,Australia
2023,67,1,1246,17,Australia
2023,38,1,1548,16,Australia
2023,30,0,1665,25,Australia
2023,45,1,1990,14,Australia
2023,22,0,1808,15,Australia
2023,56,1,1087,6,Australia
2023,24,1,624,7,Australia
2023,36,1,1844,25,Australia
2023,39,1,1277,17,Australia
2023,56,0,1924,23,Australia
2023,17,1,671,10,Australia
2023,46,1,1156,26,Australia
2023,28,0,611,10,Australia
2023,50,0,1659,10,Australia
2023,17,1,950,14,Australia
2023,38,0,1858,22,Australia
2023,38,0,966,10,Australia
2023,29,0,1441,11,Australia
2023,36,0,666,17,Australia
2023,50,1,798,6,Australia
2023,68,1,1774,20,Australia
2023,55,0,642,18,Australia
2023,38,1,1570,15,Australia
2023,2,0,1825,22,Australia
2023,26,1,932,16,Australia
2023,50,1,1673,15,Australia
2023,43,0,1728,9,Australia
2023,27,1,1082,24,Australia
2023,30,0,1189,7,Australia
2023,56,1,679,13,Australia
2023,40,1,1581,12,Canada
2023,34,1,1492,18,Canada
2023,28,1,562,13,Canada
2023,59,0,1902,10,Canada
2023,56,0,1996,8,Canada
2023,49,1,1017,16,Canada
2023,3,0,919,23,Canada
2023,6,1,1831,8,Canada
2023,18,0,628,28,Chile
2023,23,0,1695,10,Chile
2023,35,1,913,8,Chile
2023,15,1,520,26,Chile
2023,38,1,1216,7,Chile
2023,52,1,567,12,Chile
2023,25,1,811,13,Cook Islands
2023,17,0,2012,11,Cook Islands
2023,39,1,706,14,Cook Islands
2023,52,0,952,10,Cook Islands
2023,31,1,1520,28,Cook Islands
2023,41,0,1264,23,Cook Islands
2023,55,1,1710,8,Cook Islands
2023,22,0,810,21,Cook Islands
2023,56,1,1839,25,Fiji
2023,23,1,1316,16,Fiji
2023,40,1,1154,18,Fiji
2023,20,0,1886,28,Fiji
2023,36,0,1926,19,Fiji
2023,30,1,1498,20,Fiji
2023,36,0,1721,21,Fiji
2023,46,0,1245,15,Fiji
2023,22,0,911,15,Hong Kong
2023,30,0,554,7,Hong Kong
2023,50,1,794,25,Hong Kong
2023,42,0,1014,13,Hong Kong
2023,47,0,1607,25,Hong Kong
2023,38,0,1935,9,Hong Kong
2023,19,1,1952,28,Hong Kong
2023,19,1,1528,9,Japan
2023,42,0,1315,17,Japan
2023,5,0,2029,28,Japan
2023,37,1,582,11,Japan
2023,57,0,1762,10,Japan
2023,17,0,1716,6,Japan
2023,22,1,1534,19,Japan
2023,54,1,1997,28,Malaysia
2023,34,1,1665,27,Malaysia
2023,6,1,1120,12,Malaysia
2023,5,0,1954,17,Malaysia
2023,63,1,1081,17,Malaysia
2023,39,0,1446,6,Malaysia
2023,56,1,1482,25,Norfolk Island
2023,42,0,1347,12,Norfolk Island
2023,57,0,2029,14,Norfolk Island
2023,37,1,1298,18,Norfolk Island
2023,26,1,1544,23,Norfolk Island
2023,38,0,1842,10,Samoa
2023,28,0,860,27,Samoa
2023,17,1,1428,18,Samoa
2023,55,1,1608,24,Samoa
2023,38,1,1106,13,Samoa
2023,39,0,1185,13,Samoa
2023,25,1,874,12,Samoa
2023,38,1,1646,22,Samoa
2023,48,1,2001,28,Seaports
2023,48,0,961,20,Seaports
2023,18,1,1140,26,Singapore
2023,42,0,1980,10,Singapore
2023,43,0,1190,23,Singapore
2023,39,0,943,18,Singapore
2023,39,1,1099,9,Singapore
2023,30,0,709,20,Singapore
2023,43,0,589,25,Singapore
2023,35,0,1240,22,Singapore
2023,26,0,1905,13,Singapore
2023,53,1,1247,23,Singapore
2023,46,1,981,18,Singapore
2023,50,0,993,13,Singapore
2023,30,0,1476,18,Singapore
2023,39,0,1573,9,Singapore
2023,41,0,907,20,Singapore
2023,41,0,1547,19,Singapore
2023,47,0,598,9,South Korea
2023,41,1,505,14,South Korea
2023,41,1,1297,21,South Korea
2023,19,1,1649,15,South Korea
2023,18,1,1493,18,South Korea
2023,41,0,1032,25,South Korea
2023,36,1,1517,21,South Korea
2023,36,1,1725,28,Tonga
2023,23,1,945,11,Tonga
2023,31,0,1946,7,Tonga
2023,33,1,936,22,Tonga
2023,47,0,1000,17,Tonga
2023,36,0,1007,6,Tonga
2023,52,0,1058,26,Tonga
2023,41,0,1574,8,United Arab Emirates
2023,28,0,785,8,United Arab Emirates
2023,36,1,1243,28,United Arab Emirates
2023,38,0,1998,8,United Arab Emirates
2023,51,1,1044,7,United Arab Emirates
2023,41,1,966,19,United Arab Emirates
2023,42,0,1910,20,United Arab Emirates
2023,22,0,633,6,United Arab Emirates
2023,27,1,1681,14,United States
2023,39,1,1271,8,United States
2023,39,0,1747,15,United States
2023,30,1,905,21,United States
2023,18,0,1648,19,United States
2023,23,0,1569,14,United States
2023,31,1,1430,21,United States
2023,39,1,1324,18,United States
2023,41,0,1276,15,United States
2023,36,0,1097,19,United States
2023,41,0,452,16,United States
2023,43,0,813,16,United States
2023,50,0,1306,8,United States
2023,56,1,627,20,United States
2023,47,0,1323,13,United States
2023,44,1,843,23,United States
2023,17,1,1781,9,United States
2023,39,1,697,9,United States
2023,42,0,1914,26,United States
2023,56,1,1380,23,United States
2023,48,1,1605,13,United States
2023,26,0,506,11,United States
2023,21,0,1507,27,United States
2023,25,1,1652,20,United States
2023,18,0,1147,16,United States
2023,36,0,1281,20,United States
2023,43,0,1476,13,United States
2023,30,1,1165,26,United States
2023,52,0,824,7,United States
2023,24,0,683,20,United States
2023,44,0,1329,7,United States
2023,41,0,1321,23,United States
2023,36,1,1522,26,United States
2023,29,1,1722,11,United States
2023,35,0,1262,12,United States
2023,29,0,1755,27,United States
2023,47,1,1574,6,United States
2023,36,0,749,18,United States
2023,39,1,1283,22,United States
2023,18,0,1251,22,United States
2023,18,1,491,21,United States
2023,39,0,1953,19,United States
2023,60,1,1417,19,United States
2023,35,0,1290,25,Australia
2023,47,0,1567,18,Australia
2023,39,0,1762,15,Australia
2023,28,0,555,7,Australia
2023,39,0,779,25,Australia
2023,26,0,1237,13,Australia
2023,45,0,568,19,Australia
2023,52,0,1759,23,Australia
2023,48,0,545,16,Australia
2023,48,0,550,16,Australia
2023,55,0,1267,14,Australia
2023,62,0,507,6,Australia
2023,39,0,958,13,Australia
2023,39,0,564,25,Australia
2023,41,0,1725,15,Australia
2023,15,1,1810,16,Australia
2023,16,0,1441,23,Australia
2023,53,0,1963,17,Australia
2023,20,0,1237,9,Australia
2023,53,0,1143,17,Australia
2023,37,0,1544,12,Australia
2023,5,1,1498,25,Australia
2023,41,1,606,14,Australia
2023,17,1,1775,17,Australia
2023,37,0,665,7,Australia
2023,17,1,1672,19,Australia
2023,58,0,1378,11,Australia
2023,17,1,938,12,Australia
2023,18,1,1804,10,Australia
2023,58,0,1725,9,Australia
2023,42,1,960,18,Australia
2023,49,1,1754,19,Australia
2023,56,1,1490,12,Australia
2023,36,1,894,20,Australia
2023,34,0,721,23,Australia
2023,26,0,1676,17,Australia
2023,40,0,1657,12,Australia
2023,49,0,1353,21,Australia
2023,41,0,1710,16,Australia
2023,39,0,1302,7,Australia
2023,20,1,538,22,Australia
2023,19,1,1104,7,Australia
2023,43,1,1613,19,Australia
2023,46,1,1568,6,Australia
2023,13,0,1870,14,Australia
2023,57,1,1775,25,Australia
2023,17,0,1864,23,Australia
2023,12,1,715,7,Australia
2023,36,1,1198,18,Australia
2023,18,0,1484,16,Australia
2023,41,0,1154,13,Australia
2023,24,1,800,22,Australia
2023,36,0,1016,9,Australia
2023,42,0,852,16,Australia
2023,41,1,1294,19,Australia
2023,19,1,1906,11,Australia
2023,36,0,954,11,Australia
2023,51,1,1049,22,Australia
2023,36,1,979,6,Australia
2023,20,1,1738,10,Australia
2023,30,0,1882,16,Australia
2023,27,0,953,8,Australia
2023,46,1,1282,23,Australia
2023,65,0,2011,28,Australia
2023,70,1,516,9,Australia
2023,30,0,1226,6,Australia
2023,60,1,1102,19,Australia
2023,42,0,1527,25,Australia
2023,44,0,1111,15,Australia
2023,37,0,1055,21,Australia
2023,43,1,1089,12,Australia
2023,55,0,1962,16,Australia
2023,71,0,571,9,Australia
2023,46,0,657,14,Australia
2023,29,0,1514,10,Australia
2023,45,0,2006,23,Australia
2023,48,0,689,25,Australia
2023,31,0,1520,24,Australia
2023,29,1,709,23,Australia
2023,46,0,1153,15,Australia
2023,68,1,1104,28,Australia
2023,61,1,502,18,Australia
2023,37,0,1604,22,Australia
2023,39,0,1773,7,Australia
2023,61,0,1736,22,Australia
2023,63,0,1287,14,Australia
2023,62,1,1404,22,Australia
2023,43,0,710,15,Australia
2023,51,1,1182,21,Australia
2023,48,1,1331,21,Australia
2023,37,0,739,8,Australia
2023,49,0,1132,11,Australia
2023,17,0,1154,10,Australia
2023,76,0,1694,12,Australia
2023,74,1,1435,9,Australia
2023,59,1,684,22,Australia
2023,54,0,1667,10,Australia
2023,58,1,988,17,Australia
2023,55,1,1285,12,Australia
2023,20,0,1726,15,Australia
2023,34,1,966,11,Australia
2023,73,0,753,17,Australia
2023,46,0,728,10,Australia
2023,30,0,1605,25,Australia
2023,60,1,1708,10,Australia
2023,58,1,1138,25,Australia
2023,45,1,1479,26,Australia
2023,34,1,1854,20,Australia
2023,20,1,1860,26,Australia
2023,46,0,1342,8,Australia
2023,59,0,1754,15,Australia
2023,55,1,1843,22,Australia
2023,54,1,1635,11,Australia
2023,72,0,1528,13,Australia
2023,73,0,1948,24,Australia
2023,30,0,878,27,Australia
2023,21,1,1723,12,Australia
2023,24,1,943,24,Australia
2023,36,0,580,22,Australia
2023,22,1,1068,23,Australia
2023,18,1,666,16,Australia
2023,61,1,998,9,Australia
2023,22,1,1944,8,Australia
2023,24,1,975,21,Australia
2023,37,1,1567,24,Australia
2023,42,0,799,6,Australia
2023,60,1,933,23,Australia
2023,59,0,1234,18,Australia
2023,25,0,1651,19,Australia
2023,20,1,945,28,Canada
2023,18,0,460,25,Canada
2023,25,0,1397,20,Canada
2023,46,1,1094,23,Canada
2023,17,1,1419,26,Canada
2023,51,0,1983,28,Canada
2023,54,0,776,18,Canada
2023,19,0,1518,20,Canada
2023,25,1,1626,25,Chile
2023,25,0,835,27,Chile
2023,70,0,856,22,Chile
2023,29,0,981,27,Chile
2023,63,0,664,8,China
2023,59,0,2026,24,China
2023,48,0,1441,11,China
2023,58,0,824,12,China
2023,42,0,507,15,China
2023,61,1,750,24,China
2023,24,0,1041,26,Cook Islands
2023,25,1,728,19,Cook Islands
2023,27,0,936,14,Cook Islands
2023,32,1,564,6,Cook Islands
2023,63,0,1101,12,Cook Islands
2023,46,0,513,14,Cook Islands
2023,25,0,990,28,Fiji
2023,43,0,994,9,Fiji
2023,22,0,1100,16,Fiji
2023,61,0,1048,7,Fiji
2023,73,0,1035,25,Fiji
2023,40,1,699,11,Fiji
2023,46,0,1390,11,Fiji
2023,17,0,650,24,French Polynesia
2023,62,0,1157,27,French Polynesia
2023,68,0,1879,17,French Polynesia
2023,53,0,874,8,French Polynesia
2023,46,1,659,14,French Polynesia
2023,18,0,2028,16,French Polynesia
2023,56,0,581,24,Hong Kong
2023,38,1,779,10,Hong Kong
2023,26,0,1220,20,Hong Kong
2023,34,0,1315,16,Hong Kong
2023,42,0,1719,7,Hong Kong
2023,20,0,1926,9,Hong Kong
2023,69,0,1731,27,Hong Kong
2023,26,0,1245,13,Hong Kong
2023,51,1,1130,11,Japan
2023,45,0,1458,26,Japan
2023,47,1,932,21,Japan
2023,57,0,1037,16,Japan
2023,57,0,876,27,Japan
2023,54,0,1819,9,Japan
2023,34,0,1520,10,Japan
2023,45,1,621,9,Malaysia
2023,69,0,1581,15,Malaysia
2023,75,1,1174,12,Malaysia
2023,45,1,484,16,Malaysia
2023,59,0,1034,22,Malaysia
2023,3,0,523,19,Malaysia
2023,25,0,1962,19,Norfolk Island
2023,17,0,1197,10,Norfolk Island
2023,25,0,929,13,Norfolk Island
2023,24,1,1526,20,Norfolk Island
2023,10,0,1453,20,Norfolk Island
2023,26,1,1620,10,Norfolk Island
2023,71,0,452,15,Samoa
2023,43,0,956,18,Samoa
2023,50,1,1180,8,Samoa
2023,50,0,1896,22,Samoa
2023,37,1,1904,6,Samoa
2023,36,0,1814,15,Samoa
2023,32,1,1644,22,Samoa
2023,32,0,886,27,Samoa
2023,27,1,1390,18,Singapore
2023,36,0,460,19,Singapore
2023,26,1,1981,15,Singapore
2023,25,0,1913,10,Singapore
2023,26,0,1159,12,Singapore
2023,20,1,748,15,Singapore
2023,10,0,1704,10,Singapore
2023,3,0,1317,23,Singapore
2023,23,0,984,26,Singapore
2023,14,0,637,18,Singapore
2023,44,0,1501,26,Singapore
2023,3,0,1569,23,Singapore
2023,46,0,1381,17,Singapore
2023,17,1,1597,15,Singapore
2023,49,1,1257,20,South Korea
2023,29,0,859,26,South Korea
2023,3,0,1608,27,South Korea
2023,36,0,1679,9,South Korea
2023,36,1,602,17,South Korea
2023,48,1,1078,23,South Korea
2023,35,0,1454,20,Tonga
2023,16,1,578,9,Tonga
2023,21,1,985,25,Tonga
2023,29,0,1100,27,Tonga
2023,45,0,1013,9,Tonga
2023,29,0,1611,9,Tonga
2023,17,1,806,14,Tonga
2023,31,0,989,24,United Arab Emirates
2023,48,1,1374,22,United Arab Emirates
2023,26,0,1085,17,United Arab Emirates
2023,39,0,1930,24,United Arab Emirates
2023,39,1,767,8,United Arab Emirates
2023,18,0,2018,24,United Arab Emirates
2023,40,0,1870,13,United Arab Emirates
2023,10,0,1228,18,United States
2023,40,1,1691,7,United States
2023,14,0,1837,10,United States
2023,32,0,505,18,United States
2023,38,1,1567,16,United States
2023,36,0,1426,15,United States
2023,30,0,1719,11,United States
2023,17,0,450,9,United States
2023,46,0,1026,21,United States
2023,32,1,1107,26,United States
2023,25,0,887,16,United States
2023,33,0,553,13,United States
2023,35,1,1410,22,United States
2023,33,0,1494,18,United States
2023,30,0,884,16,United States
2023,31,0,536,28,United States
2023,36,0,1467,19,United States
2023,25,1,1417,7,United States
2023,32,1,1277,22,United States
2023,32,0,1556,15,United States
2023,26,0,877,10,United States
2023,35,0,997,9,United States
2023,36,1,654,10,United States
2023,25,0,1412,19,United States
2023,17,0,1732,27,United States
2023,36,1,1225,15,United States
2023,24,0,1622,18,United States
2023,35,0,1829,8,United States
2023,25,0,2005,7,United States
2023,36,0,554,27,United States
2023,43,1,899,13,United States
2023,50,1,869,10,United States
2023,50,1,629,18,United States
2023,37,0,956,24,United States
2023,36,0,1618,18,United States
2023,26,0,1968,25,United States
2023,23,0,1183,27,United States
2023,27,1,955,8,United States
2023,36,0,766,28,United States
2023,26,1,2007,13,United States
2023,25,0,1305,9,Australia
2023,26,0,1122,23,Australia
2023,20,0,1272,6,Australia
2023,17,1,1048,23,Australia
2023,20,0,718,8,Australia
2023,23,1,1167,26,Australia
2023,14,0,1451,8,Australia
2023,44,1,903,17,Australia
2023,29,0,1312,15,Australia
2023,46,0,1584,19,Australia
2023,17,0,1749,12,Australia
2023,49,0,946,23,Australia
2023,29,0,1201,26,Australia
2023,23,0,1943,9,Australia
2023,36,1,1003,15,Australia
2023,36,1,1650,25,Australia
2023,48,0,937,21,Australia
2023,35,1,1224,15,Australia
2023,16,0,1184,7,Australia
2023,21,0,1108,14,Australia
2023,29,1,717,7,Australia
2023,45,1,1911,20,Australia
2023,29,1,779,11,Australia
2023,17,0,1451,26,Australia
2023,31,0,1863,10,Australia
2023,48,0,1090,12,Australia
2023,26,0,948,9,Australia
2023,20,1,520,7,Australia
2023,22,1,1839,20,Australia
2023,44,0,1885,24,Australia
2023,40,0,1540,9,Australia
2023,28,0,1705,14,Australia
2023,40,1,884,20,Australia
2023,42,1,1802,14,Australia
2023,32,0,1426,28,Australia
2023,42,1,877,27,Australia
2023,36,0,1062,11,Australia
2023,30,0,1123,23,Australia
2023,17,0,996,24,Australia
2023,46,0,1937,14,Australia
2023,32,0,534,23,Australia
2023,25,1,1433,20,Australia
2023,20,0,1221,28,Australia
2023,35,1,568,10,Australia
2023,22,0,1137,13,Australia
2023,30,0,875,19,Australia
2023,31,0,929,25,Australia
2023,36,1,1793,6,Australia
2023,25,0,1563,7,Australia
2023,32,0,638,12,Australia
2023,32,0,1569,9,Australia
2023,26,1,1870,8,Australia
2023,35,0,1036,22,Australia
2023,29,0,1891,12,Australia
2023,45,1,1462,13,Australia
2023,44,0,1044,10,Australia
2023,32,1,459,28,Australia
2023,19,1,1877,23,Australia
2023,32,0,1106,8,Australia
2023,17,1,1985,14,Australia
2023,44,0,2022,9,Australia
2023,25,0,1610,22,Australia
2023,20,1,1573,17,Australia
2023,32,0,1687,10,Australia
2023,20,1,890,12,Australia
2023,32,1,1492,10,Australia
2023,54,0,1354,21,Australia
2023,27,0,1428,11,Australia
2023,21,1,957,27,Australia
2023,50,0,1328,26,Australia
2023,18,0,1547,13,Australia
2023,26,0,1108,14,Australia
2023,63,1,1348,11,Australia
2023,57,1,1426,10,Australia
2023,18,0,1796,15,Australia
2023,33,1,505,6,Australia
2023,18,0,1729,10,Australia
2023,64,0,1142,16,Australia
2023,48,0,908,12,Australia
2023,51,1,1836,21,Australia
2023,35,0,1227,26,Australia
2023,35,0,1064,6,Australia
2023,31,0,529,27,Australia
2023,30,1,1022,8,Australia
2023,37,0,598,23,Australia
2023,38,1,458,24,Australia
2023,40,0,588,21,Australia
2023,18,1,1568,10,Australia
2023,18,1,717,18,Australia
2023,37,0,1471,26,Australia
2023,28,0,1681,6,Australia
2023,29,0,1966,10,Australia
2023,50,0,1870,13,Australia
2023,18,0,1736,22,Australia
2023,18,1,1675,16,Australia
2023,60,1,747,25,Australia
2023,18,0,1023,7,Australia
2023,26,0,1610,10,Australia
2023,16,0,1570,26,Australia
2023,40,1,1668,12,Australia
2023,19,0,765,14,Australia
2023,21,0,1968,10,Australia
2023,49,1,1921,17,Australia
2023,23,1,1563,11,Australia
2023,22,0,535,28,Australia
2023,18,1,1868,27,Australia
2023,36,1,1184,9,Australia
2023,28,1,1857,10,Australia
2023,33,0,1807,12,Australia
2023,18,0,582,27,Australia
2023,32,1,1049,22,Australia
2023,34,1,952,12,Australia
2023,38,1,993,17,Australia
2023,43,0,1428,6,Australia
2023,19,0,1149,16,Australia
2023,56,1,1920,16,Australia
2023,37,0,742,23,Australia
2023,40,0,1683,19,Australia
2023,23,0,896,7,Australia
2023,37,0,1505,16,Australia
2023,22,1,627,14,Australia
2023,30,0,1951,7,Australia
2023,46,0,1829,17,Australia
2023,23,1,1226,17,Australia
2023,31,0,1579,18,Australia
2023,25,0,1531,10,Australia
2023,32,1,708,12,Canada
2023,31,0,790,27,Canada
2023,18,0,1528,20,Canada
2023,31,0,1498,17,Canada
2023,46,1,719,14,Canada
2023,30,0,947,12,Canada
2023,40,0,923,27,Canada
2023,36,1,1706,21,Canada
2023,30,0,469,13,Chile
2023,32,0,1349,15,Chile
2023,28,0,1436,20,Chile
2023,24,0,569,7,Chile
2023,42,0,562,12,Chile
2023,25,0,781,23,Chile
2023,48,1,626,23,Chile
2023,40,1,1625,15,China
2023,18,0,560,21,China
2023,23,0,1687,21,China
2023,30,1,1837,24,China
2023,21,1,917,20,China
2023,50,0,546,11,China
2023,37,0,1914,8,China
2023,33,0,1493,11,China
2023,18,0,1732,25,Cook Islands
2023,31,0,1729,28,Cook Islands
2023,43,0,1455,13,Cook Islands
